Customer_ID,Customer_Name,Gender,City,State,Country,Email,Registration_Date
77,Customer 000077,Female,Pune,Gujarat,India,customer000077@example.com,2021-01-26
78,Customer 000078,Female,Lucknow,Maharashtra,India,customer000078@example.com,2023-10-04
79,Customer 000079,Female,Bengaluru,Uttar Pradesh,India,customer000079@example.com,2024-03-08
80,Customer 000080,F,Mumbai,Gujarat,India,customer000080@example.com,2024-08-12
81,Customer 000081,F,Kolkata,Maharashtra,India,customer000081@example.com,2024-02-21
82,Customer 000082,Male,Chennai,Uttar Pradesh,India,customer000082@example.com,2024-07-08
83,Customer 000083,male,Lucknow,Rajasthan,India,customer000083@example.com,2025-03-17
84,Customer 000084,female,Hyderabad,Telangana,India,customer000084@example.com,2023-02-22
85,Customer 000085,Male,Chennai,Tamil Nadu,India,customer000085@example.com,2021-10-04
86,Customer 000086,Other,Chennai,Telangana,India,customer000086@example.com,2023-03-18
87,Customer 000087,Male,Jaipur,Rajasthan,India,customer000087@example.com,2023-03-20
88,Customer 000088,female,Pune,Uttar Pradesh,India,customer000088@example.com,2025-01-13
89,Customer 000089,Other,Pune,Maharashtra,India,customer000089@example.com,2025-11-18
90,Customer 000090,Other,Lucknow,Rajasthan,India,customer000090@example.com,2022-01-18
91,Customer 000091,F,Pune,Rajasthan,India,customer000091@example.com,2021-07-11
92,Customer 000092,Other,Pune,Gujarat,India,customer000092@example.com,2021-07-07
93,Customer 000093,Male,Bengaluru,Delhi,India,customer000093@example.com,2025-10-26
94,Customer 000094,Male,Lucknow,Maharashtra,India,customer000094@example.com,2023-06-08
95,Customer 000095,Male,Kolkata,Uttar Pradesh,India,customer000095@example.com,2023-03-14
96,Customer 000096,Female,Ahmedabad,Karnataka,India,customer000096@example.com,2025-04-20
97,Customer 000097,M,Jaipur,Tamil Nadu,India,customer000097@example.com,2021-04-28
98,Customer 000098,female,Kolkata,Maharashtra,India,customer000098@example.com,2024-05-18
99,Customer 000099,F,Kolkata,Tamil Nadu,India,customer000099@example.com,2025-02-20
100,Customer 000100,Other,Mumbai,Uttar Pradesh,India,customer000100@example.com,2023-01-31
101,Customer 000101,female,Ahmedabad,Telangana,India,customer000101@example.com,2023-09-14
102,Customer 000102,male,Chennai,Telangana,India,customer000102@example.com,2025-07-16
103,Customer 000103,M,Bengaluru,Uttar Pradesh,India,customer000103@example.com,2023-05-24
104,Customer 000104,Male,Lucknow,Gujarat,India,customer000104@example.com,2021-08-09
105,Customer 000105,Female,Kolkata,Tamil Nadu,India,customer000105@example.com,2022-12-27
106,Customer 000106,female,Ahmedabad,Karnataka,India,customer000106@example.com,2022-06-30
107,Customer 000107,Other,Pune,Karnataka,India,customer000107@example.com,2024-05-15
108,Customer 000108,female,Jaipur,Rajasthan,India,customer000108@example.com,2024-09-04
109,Customer 000109,F,Bengaluru,Tamil Nadu,India,customer000109@example.com,2022-12-13
110,Customer 000110,female,Bengaluru,Uttar Pradesh,India,customer000110@example.com,2023-03-20
111,Customer 000111,male,Chennai,Tamil Nadu,India,customer000111@example.com,2022-09-17
112,Customer 000112,Male,Bengaluru,Rajasthan,India,customer000112@example.com,2023-08-19
113,Customer 000113,female,Ahmedabad,Maharashtra,India,customer000113@example.com,2024-11-15
114,Customer 000114,F,Kolkata,Delhi,India,customer000114@example.com,2023-03-17
115,Customer 000115,M,Delhi,Telangana,India,customer000115@example.com,2022-08-31
116,Customer 000116,Female,Mumbai,Uttar Pradesh,India,customer000116@example.com,2023-09-15
117,Customer 000117,Male,Kolkata,Uttar Pradesh,India,customer000117@example.com,2025-02-14
118,Customer 000118,M,Mumbai,Maharashtra,India,customer000118@example.com,2022-09-11
119,Customer 000119,M,Kolkata,Karnataka,India,customer000119@example.com,2021-12-09
120,Customer 000120,F,Pune,Telangana,India,customer000120@example.com,2025-12-04
121,Customer 000121,Female,Ahmedabad,Maharashtra,India,customer000121@example.com,2025-07-24
122,Customer 000122,male,Pune,Delhi,India,customer000122@example.com,2022-03-03
123,Customer 000123,Other,Jaipur,Maharashtra,India,customer000123@example.com,2022-11-17
124,Customer 000124,Other,Chennai,Tamil Nadu,India,customer000124@example.com,2023-01-03
125,Customer 000125,F,Delhi,Gujarat,India,customer000125@example.com,2021-06-12
126,Customer 000126,F,Jaipur,Telangana,India,customer000126@example.com,2024-08-01
127,Customer 000127,Other,Kolkata,Uttar Pradesh,India,customer000127@example.com,2024-03-02
128,,Other,Jaipur,Telangana,India,customer000128@example.com,2024-01-11
129,Customer 000129,female,Delhi,Delhi,India,customer000129@example.com,2022-08-08
130,Customer 000130,F,Jaipur,Maharashtra,India,customer000130@example.com,2025-09-17
131,Customer 000131,female,Kolkata,Rajasthan,India,customer000131@example.com,2022-08-17
132,Customer 000132,M,Delhi,Delhi,India,,2021-07-03
133,Customer 000133,F,Mumbai,Gujarat,India,customer000133@example.com,2025-02-05
134,Customer 000134,Other,Chennai,Uttar Pradesh,India,customer000134@example.com,2025-09-30
135,Customer 000135,Other,Kolkata,Delhi,India,customer000135@example.com,2025-08-30
136,Customer 000136,Female,Hyderabad,Tamil Nadu,India,customer000136@example.com,2023-09-04
137,Customer 000137,M,Jaipur,Rajasthan,India,customer000137@example.com,2022-08-28
138,Customer 000138,Male,Mumbai,Telangana,India,customer000138@example.com,2023-02-08
139,Customer 000139,Male,Pune,Delhi,India,customer000139@example.com,2022-06-18
140,Customer 000140,Female,Hyderabad,Uttar Pradesh,India,customer000140@example.com,2023-09-19
141,Customer 000141,male,Lucknow,Telangana,India,customer000141@example.com,2023-11-25
142,Customer 000142,female,Jaipur,Gujarat,India,customer000142@example.com,2023-04-09
143,Customer 000143,F,Lucknow,Delhi,India,customer000143@example.com,2021-12-24
144,Customer 000144,male,Jaipur,Gujarat,India,customer000144@example.com,2025-01-24
145,Customer 000145,female,Pune,Tamil Nadu,India,customer000145@example.com,2024-12-31
146,Customer 000146,Female,Delhi,Telangana,India,customer000146@example.com,2024-10-05
147,Customer 000147,Other,Ahmedabad,Maharashtra,India,customer000147@example.com,2023-02-06
148,Customer 000148,Female,Mumbai,Maharashtra,India,customer000148@example.com,2024-03-20
149,Customer 000149,Male,Hyderabad,Maharashtra,India,customer000149@example.com,2024-11-28
150,Customer 000150,female,Lucknow,Rajasthan,India,customer000150@example.com,2025-03-29
151,Customer 000151,female,Mumbai,Karnataka,India,customer000151@example.com,2024-08-01
152,Customer 000152,female,Lucknow,Gujarat,India,customer000152@example.com,2025-07-22
153,Customer 000153,Other,Mumbai,Telangana,India,customer000153@example.com,2025-11-29
154,Customer 000154,female,Kolkata,Telangana,India,customer000154@example.com,2023-11-16
155,Customer 000155,Other,Hyderabad,Karnataka,India,customer000155@example.com,2022-12-03
156,Customer 000156,Female,Lucknow,Karnataka,India,customer000156@example.com,2025-02-23
157,Customer 000157,M,Kolkata,Gujarat,India,customer000157@example.com,2022-07-06
158,Customer 000158,Male,Mumbai,Uttar Pradesh,India,customer000158@example.com,2024-11-12
159,Customer 000159,M,Delhi,Delhi,India,customer000159@example.com,2023-03-16
160,Customer 000160,F,Lucknow,Gujarat,India,customer000160@example.com,2024-12-12
161,Customer 000161,female,Mumbai,Uttar Pradesh,India,customer000161@example.com,2023-05-24
162,Customer 000162,Other,Delhi,Rajasthan,India,customer000162@example.com,2023-12-08
163,Customer 000163,female,Jaipur,Gujarat,India,customer000163@example.com,2023-04-19
164,Customer 000164,F,Ahmedabad,Rajasthan,India,customer000164@example.com,2021-06-25
165,Customer 000165,Female,Mumbai,Tamil Nadu,India,customer000165@example.com,2022-09-12
166,Customer 000166,F,Mumbai,Karnataka,India,customer000166@example.com,2024-03-07
167,Customer 000167,M,Chennai,Uttar Pradesh,India,customer000167@example.com,2024-08-12
168,Customer 000168,Female,Bengaluru,Karnataka,India,customer000168@example.com,2025-06-20
169,Customer 000169,F,Ahmedabad,Rajasthan,India,customer000169@example.com,2024-07-01
170,Customer 000170,M,Hyderabad,Tamil Nadu,India,customer000170@example.com,2022-03-11
171,Customer 000171,Female,Ahmedabad,Uttar Pradesh,India,customer000171@example.com,2022-12-25
172,Customer 000172,Male,Bengaluru,Gujarat,India,customer000172@example.com,2025-11-23
173,Customer 000173,M,Pune,Maharashtra,India,customer000173@example.com,2023-01-08
174,Customer 000174,Female,Lucknow,Uttar Pradesh,India,customer000174@example.com,2024-10-24
175,Customer 000175,Female,Bengaluru,Karnataka,India,customer000175@example.com,2025-01-11
176,Customer 000176,M,Pune,Uttar Pradesh,India,customer000176@example.com,2021-04-02
177,Customer 000177,female,Jaipur,Tamil Nadu,India,customer000177@example.com,2023-01-01
178,Customer 000178,Female,Mumbai,Tamil Nadu,India,customer000178@example.com,2025-06-18
179,Customer 000179,Female,Ahmedabad,Tamil Nadu,India,customer000179@example.com,2022-08-20
180,Customer 000180,F,Pune,Maharashtra,India,customer000180@example.com,2025-12-01
181,Customer 000181,Male,Pune,Karnataka,India,customer000181@example.com,2022-05-30
182,Customer 000182,Other,Bengaluru,Telangana,India,customer000182@example.com,2021-06-12
183,Customer 000183,Female,Hyderabad,Maharashtra,India,customer000183@example.com,2021-05-14
184,,Female,Bengaluru,Telangana,India,customer000184@example.com,2022-09-30
185,Customer 000185,Male,Lucknow,Rajasthan,India,customer000185@example.com,2023-12-13
186,customer 000186,M,Lucknow,Rajasthan,India,customer000186@example.com,2021-01-26
187,Customer 000187,Other,Kolkata,Rajasthan,India,customer000187@example.com,2023-06-24
188,Customer 000188,F,Chennai,Delhi,India,customer000188@example.com,2023-01-13
189,Customer 000189,female,Chennai,Maharashtra,India,customer000189@example.com,2022-07-21
190,Customer 000190,M,Ahmedabad,Gujarat,India,customer000190@example.com,2023-05-14
191,Customer 000191,female,Kolkata,Uttar Pradesh,India,customer000191@example.com,2022-04-29
192,Customer 000192,Female,Jaipur,Uttar Pradesh,India,customer000192@example.com,2025-02-04
193,Customer 000193,Male,Mumbai,Maharashtra,India,customer000193@example.com,2023-04-29
194,Customer 000194,female,Mumbai,Karnataka,India,customer000194@example.com,2023-08-06
195,Customer 000195,Other,Kolkata,Delhi,India,customer000195@example.com,2025-07-14
196,Customer 000196,M,Bengaluru,Tamil Nadu,India,customer000196@example.com,2024-07-08
197,Customer 000197,Male,Chennai,Delhi,India,customer000197@example.com,2024-07-25
198,Customer 000198,female,Delhi,Tamil Nadu,India,customer000198@example.com,2021-09-28
199,Customer 000199,female,Mumbai,Tamil Nadu,India,customer000199@example.com,2024-05-23
200,Customer 000200,Other,Pune,Tamil Nadu,India,customer000200@example.com,2025-09-02
201,Customer 000201,Female,Mumbai,Karnataka,India,customer000201@example.com,2021-05-16
202,Customer 000202,Male,Bengaluru,Uttar Pradesh,India,customer000202@example.com,2024-01-08
203,Customer 000203,Other,Chennai,Tamil Nadu,India,customer000203@example.com,2024-09-20
204,Customer 000204,male,Bengaluru,Uttar Pradesh,India,customer000204@example.com,2025-05-15
205,Customer 000205,Female,Hyderabad,Karnataka,India,customer000205@example.com,2021-11-20
206,Customer 000206,M,Hyderabad,Telangana,India,customer000206@example.com,2022-02-08
207,Customer 000207,M,Kolkata,Rajasthan,India,customer000207@example.com,2025-04-21
208,Customer 000208,female,Ahmedabad,Delhi,India,customer000208@example.com,2023-07-11
209,Customer 000209,female,Chennai,Karnataka,India,,2023-01-31
210,Customer 000210,F,Pune,Uttar Pradesh,India,customer000210@example.com,2024-08-07
211,Customer 000211,Female,Bengaluru,Gujarat,India,customer000211@example.com,2025-06-02
212,Customer 000212 ,M,Jaipur,Gujarat,India,customer000212@example.com,2024-08-14
213,Customer 000213,Male,Mumbai,Karnataka,India,customer000213@example.com,2024-09-07
214,Customer 000214,female,Bengaluru,Rajasthan,India,customer000214@example.com,2021-06-04
215,Customer 000215,Male,Bengaluru,Delhi,India,customer000215@example.com,2023-03-29
216,Customer 000216,female,Ahmedabad,Rajasthan,India,customer000216@example.com,2022-01-29
217,Customer 000217,male,Ahmedabad,Karnataka,India,customer000217@example.com,2023-06-19
218,Customer 000218,male,Ahmedabad,Karnataka,India,customer000218@example.com,2021-04-19
219,Customer 000219,male,Jaipur,Karnataka,India,customer000219@example.com,2024-05-08
220,Customer 000220,Male,Kolkata,Karnataka,India,customer000220@example.com,2022-09-20
221,Customer 000221,F,Bengaluru,Telangana,India,customer000221@example.com,2025-11-26
222,Customer 000222,F,Bengaluru,Karnataka,India,customer000222@example.com,2022-04-03
223,Customer 000223,Male,Lucknow,Delhi,India,customer000223@example.com,2025-06-22
224,Customer 000224,F,Hyderabad,Tamil Nadu,India,customer000224@example.com,2024-04-15
225,Customer 000225,Female,Bengaluru,Delhi,India,customer000225@example.com,2024-02-17
226,Customer 000226,Male,Mumbai,Gujarat,India,customer000226@example.com,2025-08-01
227,Customer 000227,Female,Ahmedabad,Uttar Pradesh,India,customer000227@example.com,2023-06-21
228,Customer 000228,Male,Pune,Maharashtra,India,customer000228@example.com,2021-11-26
229,Customer 000229,M,Lucknow,Maharashtra,India,customer000229@example.com,2022-03-31
230,Customer 000230,male,Mumbai,Rajasthan,India,customer000230@example.com,2025-03-19
231,Customer 000231,Female,Ahmedabad,Gujarat,India,customer000231@example.com,2024-09-22
232,Customer 000232 ,F,Mumbai,Tamil Nadu,India,customer000232@example.com,2023-07-17
233,Customer 000233,Female,Lucknow,Tamil Nadu,India,customer000233@example.com,2023-03-12
234,Customer 000234 ,M,Bengaluru,Maharashtra,India,customer000234@example.com,2025-05-11
235,Customer 000235,male,Bengaluru,Telangana,India,customer000235@example.com,2022-03-14
236,Customer 000236,Female,Chennai,Gujarat,India,customer000236@example.com,2023-03-26
237,Customer 000237,Other,Lucknow,Gujarat,India,customer000237@example.com,2023-04-15
238,Customer 000238,M,Hyderabad,Rajasthan,India,customer000238@example.com,2025-10-04
239,Customer 000239,Male,Bengaluru,Tamil Nadu,India,customer000239@example.com,2023-08-25
240,Customer 000240,F,Pune,Tamil Nadu,India,customer000240@example.com,2025-11-28
241,Customer 000241,female,Kolkata,Tamil Nadu,India,customer000241@example.com,2022-03-04
242,Customer 000242,Male,Hyderabad,Maharashtra,India,customer000242@example.com,2022-06-10
243,Customer 000243,Male,Ahmedabad,Telangana,India,customer000243@example.com,2024-04-04
244,Customer 000244,M,Bengaluru,Telangana,India,customer000244@example.com,2025-07-21
245,Customer 000245,M,Lucknow,Gujarat,India,customer000245@example.com,2021-03-27
246,Customer 000246,male,Pune,Rajasthan,India,customer000246@example.com,2024-07-14
247,Customer 000247,female,Jaipur,Telangana,India,customer000247@example.com,2023-08-01
248,Customer 000248,F,Mumbai,Maharashtra,India,customer000248@example.com,2024-08-29
249,Customer 000249,Other,Kolkata,Maharashtra,India,customer000249@example.com,2024-11-22
250,Customer 000250,Other,Jaipur,Karnataka,India,customer000250@example.com,2021-11-22
251,Customer 000251,female,Pune,Telangana,India,customer000251@example.com,2024-06-28
252,Customer 000252,Female,Ahmedabad,Karnataka,India,customer000252@example.com,2024-11-25
253,Customer 000253,Other,Bengaluru,Uttar Pradesh,India,customer000253@example.com,2023-12-15
254,Customer 000254,Female,Delhi,Delhi,India,customer000254@example.com,2025-04-16
255,Customer 000255,M,Chennai,Gujarat,India,customer000255@example.com,2024-03-16
256,Customer 000256,Male,Delhi,Tamil Nadu,India,customer000256@example.com,2023-04-01
257,Customer 000257,female,Hyderabad,Uttar Pradesh,India,customer000257@example.com,2024-11-23
258,Customer 000258,Other,Bengaluru,Rajasthan,India,customer000258@example.com,2023-12-02
259,Customer 000259,Other,Kolkata,Telangana,India,customer000259@example.com,2024-09-05
260,Customer 000260,F,Delhi,Rajasthan,India,customer000260@example.com,2023-01-02
261,Customer 000261,F,Chennai,Tamil Nadu,India,customer000261@example.com,2021-08-24
262,Customer 000262,Other,Kolkata,Telangana,India,customer000262@example.com,2023-03-06
263,Customer 000263,male,Kolkata,Delhi,India,customer000263@example.com,2022-01-16
264,Customer 000264,female,Kolkata,Uttar Pradesh,India,customer000264@example.com,2025-09-04
265,Customer 000265,Female,Chennai,Maharashtra,India,customer000265@example.com,2025-09-13
266,Customer 000266,Female,Jaipur,Maharashtra,India,customer000266@example.com,2023-02-13
267,Customer 000267,M,Pune,Rajasthan,India,customer000267@example.com,2022-05-18
268,Customer 000268,M,Delhi,Tamil Nadu,India,customer000268@example.com,2022-01-20
269,Customer 000269,female,Chennai,Uttar Pradesh,India,customer000269@example.com,2025-07-09
270,Customer 000270,female,Pune,Maharashtra,India,customer000270@example.com,2023-12-20
271,Customer 000271,Female,Lucknow,Telangana,India,customer000271@example.com,2023-07-09
272,Customer 000272,F,Ahmedabad,Rajasthan,India,customer000272@example.com,2025-09-13
273,Customer 000273,Male,Hyderabad,Uttar Pradesh,India,customer000273@example.com,2022-08-01
274,Customer 000274,male,Chennai,Uttar Pradesh,India,customer000274@example.com,2024-12-28
275,Customer 000275,M,Kolkata,Rajasthan,India,customer000275@example.com,2024-11-04
276,Customer 000276,Male,Chennai,Uttar Pradesh,India,customer000276@example.com,2021-03-18
277,Customer 000277,female,Kolkata,Tamil Nadu,India,customer000277@example.com,2023-12-29
278,Customer 000278,male,Jaipur,Rajasthan,India,customer000278@example.com,2021-10-11
279,Customer 000279,Other,Lucknow,Gujarat,India,customer000279@example.com,2021-03-21
280,Customer 000280,Other,Mumbai,Gujarat,India,customer000280@example.com,2022-05-03
281,Customer 000281,male,Kolkata,Delhi,India,customer000281@example.com,2023-05-21
282,Customer 000282,male,Hyderabad,Maharashtra,India,customer000282@example.com,2025-04-07
283,Customer 000283 ,Female,Bengaluru,Rajasthan,India,customer000283@example.com,2023-01-19
284,Customer 000284,F,Delhi,Rajasthan,India,customer000284@example.com,2023-09-20
285,Customer 000285,Other,Chennai,Karnataka,India,customer000285@example.com,2022-07-14
286,Customer 000286,F,Hyderabad,Tamil Nadu,India,customer000286@example.com,2022-12-03
287,Customer 000287,Female,Ahmedabad,Tamil Nadu,India,customer000287@example.com,2023-10-26
288,Customer 000288 ,Female,Ahmedabad,Uttar Pradesh,India,customer000288@example.com,2022-03-11
289,Customer 000289,Female,Bengaluru,Rajasthan,India,customer000289@example.com,2025-08-11
290,Customer 000290,F,Jaipur,Karnataka,India,customer000290@example.com,2024-02-08
291,Customer 000291,F,Hyderabad,Rajasthan,India,customer000291@example.com,2024-12-21
292,Customer 000292,female,Mumbai,Telangana,India,customer000292@example.com,2021-02-21
293,customer 000293,M,Jaipur,Karnataka,India,customer000293@example.com,2023-12-12
294,Customer 000294,female,Delhi,Delhi,India,customer000294@example.com,2025-05-27
295,Customer 000295,M,Bengaluru,Delhi,India,customer000295@example.com,2025-05-02
296,Customer 000296,Male,Kolkata,Karnataka,India,customer000296@example.com,2023-06-12
297,Customer 000297,Other,Pune,Gujarat,India,customer000297@example.com,2021-03-05
298,customer 000298,Other,Jaipur,Maharashtra,India,customer000298@example.com,2023-08-01
299,Customer 000299,Female,Ahmedabad,Karnataka,India,customer000299@example.com,2024-08-31
300,Customer 000300,Male,Ahmedabad,Maharashtra,India,customer000300@example.com,2024-05-12
301,Customer 000301,Male,Jaipur,Telangana,India,customer000301@example.com,2025-01-09
302,Customer 000302,Female,Delhi,Maharashtra,India,customer000302@example.com,2022-07-27
303,Customer 000303,Other,Kolkata,Gujarat,India,customer000303@example.com,2024-01-06
304,Customer 000304,Female,Pune,Telangana,India,customer000304@example.com,2024-09-15
305,Customer 000305,female,Hyderabad,Karnataka,India,customer000305@example.com,2024-06-13
306,Customer 000306,F,Chennai,Tamil Nadu,India,customer000306@example.com,2025-04-15
307,Customer 000307,female,Jaipur,Uttar Pradesh,India,customer000307@example.com,2025-08-11
308,Customer 000308,Male,Bengaluru,Maharashtra,India,customer000308@example.com,2023-04-04
309,Customer 000309,female,Chennai,Karnataka,India,customer000309@example.com,2024-02-05
310,Customer 000310,female,Pune,Delhi,India,customer000310@example.com,2025-06-24
311,Customer 000311,Other,Jaipur,Telangana,India,customer000311@example.com,2022-04-10
312,Customer 000312,female,Bengaluru,Tamil Nadu,India,customer000312@example.com,2021-03-05
313,Customer 000313,female,Jaipur,Telangana,India,customer000313@example.com,2024-02-17
314,Customer 000314,M,Ahmedabad,Telangana,India,customer000314@example.com,2022-08-14
315,Customer 000315,Female,Jaipur,Karnataka,India,customer000315@example.com,2025-09-06
316,Customer 000316,Female,Bengaluru,Gujarat,India,customer000316@example.com,2021-12-22
317,Customer 000317,Male,Pune,Karnataka,India,customer000317@example.com,2023-06-17
318,Customer 000318,Male,Lucknow,Tamil Nadu,India,customer000318@example.com,2025-03-19
319,Customer 000319,Male,Chennai,Telangana,India,customer000319@example.com,2024-11-27
320,Customer 000320,Other,Kolkata,Tamil Nadu,India,customer000320@example.com,2024-02-29
321,Customer 000321 ,Female,Ahmedabad,Telangana,India,customer000321@example.com,2024-11-02
322,Customer 000322,Male,Ahmedabad,Maharashtra,India,customer000322@example.com,2025-02-05
323,Customer 000323,Other,Pune,Telangana,India,customer000323@example.com,2021-06-01
324,Customer 000324,Other,Delhi,Gujarat,India,customer000324@example.com,2024-09-06
325,Customer 000325,F,Ahmedabad,Delhi,India,customer000325@example.com,2025-01-28
326,Customer 000326,male,Lucknow,Uttar Pradesh,India,customer000326@example.com,2021-08-02
327,Customer 000327,female,Pune,Uttar Pradesh,India,customer000327@example.com,2021-08-18
328,Customer 000328,male,Lucknow,Karnataka,India,customer000328@example.com,2025-05-31
