Employee_ID,Employee_Name,Department,Job_Title,Warehouse_ID,Hire_Date,Salary
146,Employee 00146,Procurement,Associate,2,2022-12-01,-10000.0
147,Employee 00147,Procurement,Manager,75,2017-10-06,168648.8
148,Employee 00148,Sales,Analyst,249,2018-03-12,51067.34
149,Employee 00149,Warehouse,Supervisor,539,2019-07-06,84978.11
150,Employee 00150,Logistics,Associate,326,2019-05-18,105389.51
151,Employee 00151,Finance,Coordinator,995,2015-01-28,51045.78
152,Employee 00152,Finance,Executive,633,2018-11-11,142153.05
153,Employee 00153,Sales,Executive,475,2017-04-26,58303.55
154,Employee 00154,Finance,Supervisor,857,2020-04-18,83310.92
155,Employee 00155,Logistics,Associate,791,2024-03-24,79924.88
156,Employee 00156,sales,Associate,561,2017-02-28,41039.05
157,Employee 00157,Warehouse,Associate,618,2017-07-29,176267.26
158,Employee 00158,Finance,Supervisor,638,2017-12-05,171242.48
159,Employee 00159,Logistics,Executive,952,2022-06-15,69711.83
160,Employee 00160,Finance,Executive,172,2017-08-05,160202.45
161,Employee 00161,Procurement,Manager,576,2020-10-14,52430.57
162,Employee 00162,Warehouse,Executive,985,2020-01-06,108817.57
163,Employee 00163,Procurement,Supervisor,186,2020-04-08,20617.1
164,Employee 00164,Finance ,Manager,826,2017-04-15,78871.0
165,Employee 00165,Procurement,Manager,800,2021-10-15,145515.79
166,Employee 00166,Warehouse,Supervisor,763,2022-06-01,155684.59
167,Employee 00167,finance ,Associate,601,2017-05-08,31653.09
168,Employee 00168,Logistics,Executive,47,2019-11-12,125966.92
169,Employee 00169,Operations,Manager,625,2015-03-06,117447.73
170,Employee 00170,Finance,Associate,76,2018-07-10,83046.44
171,Employee 00171,Sales,Associate,530,2018-11-29,0.0
172,Employee 00172,Logistics,Manager,60,2015-09-12,132945.59
173,Employee 00173,Procurement,Analyst,92,2022-07-05,108121.42
174,Employee 00174,Logistics,Coordinator,89,2015-03-22,110400.76
175,Employee 00175,Operations,Supervisor,213,2018-07-14,63777.86
176,Employee 00176,Logistics,Executive,79,2020-07-17,57590.21
177,Employee 00177,Operations,Analyst,978,2018-01-29,103873.76
178,Employee 00178,Sales,Supervisor,563,2022-02-06,170225.39
179,Employee 00179,Finance,Analyst,413,2022-11-27,84121.67
180,Employee 00180,Sales,Analyst,442,2017-08-01,72023.22
181,Employee 00181,Procurement,Supervisor,391,2018-12-24,95793.33
182,Employee 00182,Operations,Associate,781,2019-04-26,135011.91
183,Employee 00183,Logistics,Manager,1000,2019-07-04,98608.71
184,Employee 00184,Finance,Executive,274,2016-10-23,164894.98
185,Employee 00185,Logistics,Manager,28,2019-12-01,95672.07
186,Employee 00186,Operations,Analyst,58,2016-08-19,174671.03
187,Employee 00187,Finance,Manager,456,2017-05-12,44275.94
188,Employee 00188,Warehouse,Executive,427,2022-07-08,148410.93
189,Employee 00189,Warehouse,Manager,904,2019-06-25,120345.93
190,Employee 00190,Warehouse,Manager,230,2016-08-17,170486.23
191,Employee 00191,Logistics,Coordinator,45,2018-11-08,63052.77
192,Employee 00192,Logistics,Supervisor,143,2015-12-02,97266.87
193,Employee 00193,Sales,Associate,80,2024-01-15,162001.32
194,Employee 00194,Finance,Coordinator,669,2020-02-08,128699.6
195,Employee 00195,Sales,Analyst,474,2019-09-16,112041.18
196,Employee 00196,Logistics,Analyst,134,2017-01-20,40358.78
197,Employee 00197,Procurement,Analyst,655,2024-06-19,127868.86
198,Employee 00198,Procurement,Executive,462,2017-04-26,160570.56
199,Employee 00199,Logistics,Manager,70,2017-08-27,86236.91
200,Employee 00200,Sales,Analyst,468,2022-11-01,28785.61
201,Employee 00201,Sales,Associate,943,2021-10-10,106259.54
202,Employee 00202,Sales,Manager,7,2020-12-23,61113.95
203,Employee 00203,Logistics,Manager,213,2021-02-01,76520.92
204,Employee 00204,Operations,Executive,922,2015-11-09,160016.07
205,Employee 00205,Procurement ,Executive,165,2020-04-09,159876.31
206,Employee 00206,Procurement,Associate,382,2023-11-28,61713.4
207,Employee 00207,Logistics,Manager,249,2021-06-27,152529.8
208,Employee 00208,Logistics,Coordinator,372,2018-08-04,110639.55
209,Employee 00209,Logistics,Coordinator,311,2019-01-14,65486.42
210,Employee 00210,Finance,Manager,188,2022-09-21,46724.16
211,Employee 00211,Logistics,Manager,883,2015-04-20,23662.23
212,Employee 00212,Procurement,Executive,355,2015-08-22,74350.61
213,Employee 00213,Procurement,Coordinator,340,2020-08-19,80421.64
214,Employee 00214,Warehouse,Analyst,927,2023-09-03,61559.9
215,Employee 00215,Sales,Analyst,828,2020-10-17,18303.24
216,Employee 00216,Warehouse,Executive,546,2015-07-09,42050.81
217,Employee 00217,Sales,Supervisor,559,2021-12-15,160409.16
218,Employee 00218,Logistics,Coordinator,802,2020-10-28,137815.81
219,Employee 00219,Logistics,Associate,299,2021-08-22,110973.7
220,Employee 00220,Procurement,Manager,333,2021-10-09,29124.55
221,Employee 00221,Sales,Coordinator,423,2021-04-15,77629.52
222,Employee 00222,Logistics,Analyst,878,2018-08-09,93461.35
223,Employee 00223,Finance,Executive,662,2019-01-21,126924.39
224,Employee 00224,Warehouse,Analyst,820,2020-04-15,35302.32
225,Employee 00225,Warehouse,Analyst,376,2019-03-24,45855.57
226,Employee 00226,Warehouse,Manager,304,2021-08-03,105197.05
227,Employee 00227,Logistics,Coordinator,669,2020-08-11,169091.26
228,Employee 00228,Procurement,Analyst,746,2016-12-22,165235.69
229,Employee 00229,Sales,Executive,530,2017-05-08,20641.55
230,Employee 00230,Finance,Executive,993,2015-06-24,58360.31
231,Employee 00231,Finance,Supervisor,39,2019-08-22,35992.95
232,Employee 00232,Warehouse,Executive,776,2017-04-07,46327.46
233,Employee 00233,Sales,Supervisor,118,2023-04-11,46068.2
234,Employee 00234,Operations ,Executive,699,2020-01-13,26549.36
235,Employee 00235,Sales,Manager,147,2016-04-19,113871.3
236,Employee 00236,Finance,Coordinator,354,2021-05-20,160164.14
237,Employee 00237,Sales,Executive,482,2016-09-19,25737.64
238,Employee 00238,Logistics,Supervisor,285,2020-05-10,105565.78
239,Employee 00239,Warehouse,Analyst,726,2018-12-08,154257.89
240,Employee 00240,Sales,Associate,894,2016-09-15,24225.95
241,Employee 00241,Sales,Executive,629,2023-09-02,54349.96
242,Employee 00242,Sales,Supervisor,705,2016-07-15,60694.91
243,Employee 00243,Procurement,Manager,8,2015-06-01,99038.97
244,Employee 00244,Finance,Associate,571,2017-02-28,49178.57
245,Employee 00245,Logistics,Executive,725,2022-03-20,95984.54
246,Employee 00246,,Analyst,885,2022-02-07,175628.58
247,Employee 00247,Operations,Associate,15,2019-06-10,142299.88
248,Employee 00248,Warehouse,Manager,745,2022-05-26,71910.05
249,Employee 00249,Finance,Analyst,209,2020-10-23,37895.13
250,Employee 00250,Procurement,Executive,490,2016-05-11,57421.81
251,Employee 00251,Warehouse,Supervisor,179,2021-02-28,58590.45
252,Employee 00252,Warehouse,Analyst,252,2018-02-01,46981.51
253,Employee 00253,Operations,Manager,183,2022-08-09,162844.23
254,Employee 00254,Sales,Associate,800,2017-06-07,37475.02
255,Employee 00255,Procurement,Associate,277,2015-10-10,149565.02
256,Employee 00256,Warehouse,Associate,458,2023-02-02,63378.51
257,Employee 00257,Logistics,Manager,34,2020-10-08,30232.47
258,Employee 00258,Logistics,Coordinator,42,2023-03-19,91476.68
259,Employee 00259,Sales,Manager,560,2016-10-30,44335.85
260,Employee 00260,Sales,Analyst,658,2021-04-05,71561.71
261,Employee 00261,Sales,Analyst,116,2016-10-06,81867.23
262,Employee 00262,Warehouse,Supervisor,931,2021-11-18,121870.85
263,Employee 00263,Operations,Associate,66,2017-09-02,100366.92
264,Employee 00264,Warehouse,Associate,908,2016-12-31,164003.4
265,Employee 00265,Sales,Coordinator,709,2021-09-03,148466.3
266,Employee 00266,Procurement,Executive,899,2021-06-17,51823.58
267,Employee 00267,Logistics ,Associate,583,2015-02-19,93189.12
268,Employee 00268,Warehouse,Supervisor,726,2015-03-29,89807.61
269,Employee 00269,Sales,Manager,626,2016-04-13,139538.15
270,Employee 00270,Warehouse,Associate,867,2018-07-24,76894.91
271,Employee 00271,Warehouse,Associate,753,2017-03-11,155911.76
272,Employee 00272,Finance,Analyst,76,2020-07-11,29761.22
273,Employee 00273,Procurement,Executive,301,2022-12-21,138968.64
274,Employee 00274,Sales,Coordinator,140,2016-05-11,154945.84
275,Employee 00275,Operations,Analyst,358,2020-09-25,77626.59
276,Employee 00276,Sales,Supervisor,83,2024-06-14,62131.63
277,Employee 00277,Procurement,Coordinator,985,2019-08-15,144832.71
278,Employee 00278,Operations ,Supervisor,756,2018-05-14,47907.26
279,Employee 00279,Finance,Associate,530,2018-11-06,63759.33
280,Employee 00280,Logistics,Manager,151,2022-05-12,163294.78
281,Employee 00281,Finance,Manager,51,2023-09-10,80368.61
282,Employee 00282,Sales,Manager,670,2022-08-19,120493.9
283,Employee 00283,Procurement,Associate,373,2021-08-12,73529.84
284,Employee 00284,Operations,Coordinator,728,2022-02-26,54401.49
285,Employee 00285,Operations,Analyst,320,2015-10-12,124008.95
286,Employee 00286,operations,Analyst,275,2021-10-11,136782.11
287,Employee 00287,Operations,Associate,169,2015-06-05,108910.13
288,Employee 00288,Warehouse,Supervisor,871,2018-09-06,133504.2
289,Employee 00289,Warehouse,Manager,944,2021-10-21,105017.26
290,Employee 00290,Logistics,Supervisor,635,2023-02-13,109767.64
291,Employee 00291,Warehouse,Supervisor,662,2016-06-19,72836.76
292,Employee 00292,Sales,Analyst,636,2021-11-26,113531.45
293,Employee 00293,Finance,Supervisor,568,2017-11-04,173524.23
294,Employee 00294,Sales,Analyst,487,2016-06-03,87698.48
295,Employee 00295,,Supervisor,51,2016-07-17,142254.75
296,Employee 00296,Procurement,Manager,498,2015-12-30,96669.14
297,Employee 00297,finance,Analyst,373,2023-02-10,94404.87
298,Employee 00298,Sales,Manager,298,2018-05-16,156871.15
299,Employee 00299,Finance,Supervisor,442,2015-02-17,105082.55
300,Employee 00300,Warehouse,Associate,287,2019-12-16,106491.8
301,Employee 00301,Sales,Analyst,965,2024-01-14,23022.47
302,Employee 00302,Finance,Executive,777,2018-05-31,55575.2
303,Employee 00303,,Analyst,752,2018-08-23,20253.38
304,Employee 00304,Operations,Supervisor,491,2017-06-29,140610.32
305,Employee 00305,Sales,Executive,29,2019-02-27,69984.63
306,Employee 00306,Finance,Supervisor,416,2021-03-06,45889.54
307,Employee 00307,Warehouse,Coordinator,833,2020-03-19,30552.74
308,Employee 00308,Operations,Executive,808,2024-01-27,69035.17
309,Employee 00309,Sales,Executive,357,2021-03-03,26368.87
310,Employee 00310,Procurement,Executive,186,2015-05-22,145237.41
311,Employee 00311,Warehouse,Executive,208,2019-09-19,72802.98
312,Employee 00312,Procurement,Coordinator,334,2023-02-01,158722.64
313,Employee 00313,Finance,Manager,950,2015-06-04,148761.03
314,Employee 00314,Operations,Executive,641,2023-08-21,132734.39
315,Employee 00315,Logistics,Associate,61,2019-03-06,118071.94
316,Employee 00316,Warehouse,Manager,43,2019-01-27,148719.17
317,Employee 00317,Operations,Manager,152,2015-11-30,147935.94
318,Employee 00318,Sales,Supervisor,194,2021-02-05,39640.81
319,Employee 00319,Procurement,Associate,475,2023-09-07,143890.34
320,Employee 00320,Warehouse,Analyst,294,2022-06-14,49213.36
321,Employee 00321,Warehouse,Coordinator,994,2023-07-04,58362.78
322,Employee 00322,Operations,Executive,994,2022-12-30,87257.53
323,Employee 00323,Warehouse,Manager,9,2018-10-17,81689.88
324,Employee 00324,Finance,Manager,549,2017-10-07,147052.05
325,Employee 00325,Sales,Coordinator,216,2016-11-08,33754.96
326,Employee 00326,Finance,Coordinator,409,2016-05-03,82132.89
327,Employee 00327,Logistics,Coordinator,203,2019-02-15,42620.09
328,Employee 00328,Operations,Analyst,128,2015-11-04,158522.19
329,Employee 00329,,Supervisor,48,2016-06-25,166949.16
330,Employee 00330,Logistics,Supervisor,844,2015-11-01,46841.28
331,Employee 00331,Operations,Coordinator,994,2018-03-16,110111.48
332,Employee 00332,Finance,Associate,114,2016-11-09,159299.22
333,Employee 00333,Warehouse,Coordinator,98,2021-03-13,127508.74
334,Employee 00334,Sales,Coordinator,698,2015-06-17,98750.86
335,Employee 00335,Logistics,Manager,731,2024-02-13,81791.48
336,Employee 00336,Operations,Associate,691,2019-10-31,20520.57
337,Employee 00337,Operations,Coordinator,473,2022-03-19,55817.31
338,Employee 00338,Warehouse,Supervisor,766,2016-01-29,122544.1
339,Employee 00339,Finance,Supervisor,236,2016-01-25,49272.62
340,Employee 00340,Sales,Executive,893,2023-09-24,54405.37
341,Employee 00341,Procurement,Executive,673,2018-03-07,110617.36
342,Employee 00342,Operations,Associate,440,2021-01-25,23638.69
343,Employee 00343,Warehouse,Associate,431,2021-03-08,70581.51
344,Employee 00344,Operations,Executive,703,2020-06-07,93547.22
345,Employee 00345,Logistics,Coordinator,544,2024-07-01,60639.0
346,Employee 00346,Logistics,Analyst,164,2017-04-11,120402.92
347,Employee 00347,Logistics,Coordinator,298,2016-03-04,123702.18
348,Employee 00348,Procurement,Supervisor,737,2018-03-31,99704.51
349,Employee 00349,Operations,Coordinator,483,2019-03-11,79448.51
350,Employee 00350,Warehouse,Associate,589,2020-09-25,95712.22
351,Employee 00351,Procurement,Supervisor,95,2021-07-22,80007.28
352,Employee 00352,Logistics,Executive,365,2018-01-18,154332.13
353,Employee 00353,Procurement,Executive,482,2016-02-12,50040.36
354,Employee 00354,Logistics,Supervisor,976,2017-08-25,38204.48
355,Employee 00355,Procurement,Analyst,339,2020-01-11,138245.27
356,Employee 00356,Sales,Manager,339,2018-10-01,89532.48
357,Employee 00357,Procurement,Executive,961,2015-09-01,99701.55
358,Employee 00358,Finance,Analyst,961,2016-06-08,160656.17
359,Employee 00359,Logistics,Analyst,488,2020-10-22,172128.13
360,Employee 00360,Procurement,Supervisor,909,2020-04-22,113974.55
361,Employee 00361,Finance,Manager,686,2019-07-15,178531.78
362,Employee 00362,Procurement,Supervisor,263,2022-06-27,-10000.0
363,Employee 00363,Sales,Supervisor,59,2024-01-30,0.0
364,Employee 00364,Logistics,Analyst,768,2016-08-26,95879.42
365,Employee 00365,Sales,Coordinator,149,2019-11-16,158357.51
366,Employee 00366,Sales,Executive,981,2018-04-30,128618.49
367,Employee 00367,Procurement,Coordinator,133,2017-01-29,162704.47
368,Employee 00368,logistics,Analyst,876,2024-02-27,80690.42
369,Employee 00369,Finance,Analyst,752,2020-05-14,0.0
370,Employee 00370,Logistics,Manager,229,2015-11-19,108223.71
371,Employee 00371,Operations,Analyst,182,2023-02-09,30554.44
372,Employee 00372,Warehouse,Analyst,632,2022-10-30,114777.81
373,Employee 00373,Operations,Coordinator,577,2023-02-18,147468.3
374,Employee 00374,Finance,Supervisor,71,2016-10-10,85773.82
375,Employee 00375,Warehouse,Executive,166,2023-02-21,68783.3
376,Employee 00376,Operations,Executive,170,2021-01-06,105600.79
377,Employee 00377,Finance,Associate,828,2021-01-25,174619.1
378,Employee 00378,Logistics,Associate,788,2024-03-25,157156.68
379,Employee 00379,Sales,Coordinator,598,2015-02-13,69222.96
380,Employee 00380,Warehouse,Associate,722,2019-04-19,79653.36
381,Employee 00381,Finance,Manager,140,2023-01-08,102264.61
382,Employee 00382,Operations,Analyst,355,2018-04-09,34568.29
383,Employee 00383,Sales,Analyst,608,2019-05-07,174781.68
384,Employee 00384,Logistics,Associate,18,2018-03-04,40752.91
385,Employee 00385,Sales,Analyst,689,2015-04-20,85330.66
386,Employee 00386,Logistics,Analyst,376,2021-11-01,119156.85
387,Employee 00387,Operations,Associate,949,2019-03-16,146622.43
388,Employee 00388,Procurement,Coordinator,303,2019-04-10,56826.6
389,Employee 00389,Warehouse,Analyst,1,2017-08-09,97945.4
390,Employee 00390,Sales,Analyst,484,2022-08-30,94852.8
391,Employee 00391,Operations,Manager,643,2022-03-03,130830.25
392,Employee 00392,Operations,Executive,66,2019-12-15,39968.04
393,Employee 00393,Procurement,Supervisor,570,2018-05-23,174255.43
394,Employee 00394,Procurement,Executive,532,2024-04-19,102628.07
395,Employee 00395,Operations,Supervisor,790,2024-01-17,93886.08
396,Employee 00396,Warehouse,Associate,712,2017-05-23,48755.64
397,Employee 00397,Warehouse,Analyst,423,2021-06-12,106843.24
398,Employee 00398,Warehouse,Manager,396,2017-04-10,87173.18
399,Employee 00399,Warehouse,Coordinator,914,2016-06-21,106127.78
400,Employee 00400,Sales,Supervisor,159,2016-02-10,105798.49
401,Employee 00401,Warehouse,Supervisor,903,2017-03-13,53864.94
402,Employee 00402,Sales,Associate,50,2020-10-11,66428.74
403,Employee 00403,Logistics,Analyst,509,2024-06-13,74629.06
404,Employee 00404,Finance,Associate,795,2019-06-17,103847.02
405,Employee 00405,Sales,Manager,77,2017-05-19,99469.01
406,Employee 00406,Logistics,Executive,533,2021-04-08,121698.32
407,Employee 00407,Warehouse,Coordinator,583,2023-12-13,22572.54
408,Employee 00408,Warehouse,Associate,68,2016-09-21,140372.55
409,Employee 00409,Warehouse,Supervisor,269,2015-07-04,61089.84
410,Employee 00410,Finance,Executive,214,2018-08-02,137609.06
411,Employee 00411,Procurement,Associate,261,2022-10-14,149179.5
412,Employee 00412,Finance,Analyst,150,2019-08-16,179777.69
413,Employee 00413,Finance,Supervisor,402,2024-05-06,62187.13
414,Employee 00414,Sales,Analyst,243,2019-12-21,59420.92
415,Employee 00415,Procurement,Manager,100,2019-02-17,63459.44
416,Employee 00416,Logistics,Analyst,62,2018-01-12,24088.03
417,Employee 00417,Sales,Associate,639,2022-06-24,120292.89
418,Employee 00418,Procurement,Manager,606,2015-08-10,31083.65
419,Employee 00419,Warehouse,Executive,835,2024-04-08,178971.15
420,Employee 00420,Procurement,Manager,998,2021-08-23,159455.65
421,Employee 00421,Finance,Supervisor,400,2017-04-15,123021.8
422,Employee 00422,Sales,Analyst,933,2021-11-23,39344.02
423,Employee 00423,Procurement,Associate,277,2019-11-24,89242.32
424,Employee 00424,Sales,Manager,531,2019-06-03,129043.84
425,Employee 00425,Warehouse,Coordinator,271,2022-07-26,71783.23
426,Employee 00426,Sales,Supervisor,964,2017-06-28,127617.16
427,Employee 00427,Logistics,Executive,322,2015-04-26,100807.35
428,Employee 00428,Procurement,Coordinator,805,2021-03-17,30693.38
